tweet_id,text,image,label,label,split
article_0477,Thế giới 24h: Lãnh tụ tối cao Iran lên tiếng sau đòn tập kích bất ngờ của Mỹ,/root/mvsa/data/ViClickbait-2025/images/article_0477_image.png,non-clickbait,0,test
article_0858,Hình xăm ảnh hưởng hệ miễn dịch thế nào?,/root/mvsa/data/ViClickbait-2025/images/article_0858_image.png,non-clickbait,0,test
article_1736,CĐV săn đón Nguyễn Xuân Son trong ngày Nam Định đăng quang,/root/mvsa/data/ViClickbait-2025/images/article_1736_image.png,non-clickbait,0,test
article_1520,"Mỹ dùng 6 quả bom phá boongke, 30 tên lửa Tomahawk tấn công Iran",/root/mvsa/data/ViClickbait-2025/images/article_1520_image.png,non-clickbait,0,test
article_0025,Báo chí cách mạng Việt Nam nhận huân chương Hồ Chí Minh,/root/mvsa/data/ViClickbait-2025/images/article_0025_image.png,non-clickbait,0,test
article_0782,"Quảng Ninh: Công bố Quyết định giải thể Ban CHQS huyện (thị xã, thành phố) - Báo Quân Đội Nhân Dân",/root/mvsa/data/ViClickbait-2025/images/article_0782_image.png,non-clickbait,0,test
article_2644,Microsoft sẵn sàng 'đường ai nấy đi' với nhà sáng lập ChatGPT,/root/mvsa/data/ViClickbait-2025/images/article_2644_image.png,clickbait,1,test
article_1857,Cha 75 tuổi lặn lội đi xe máy hàng trăm km tìm bố mẹ đẻ cho con gái nuôi,/root/mvsa/data/ViClickbait-2025/images/article_1857_image.png,non-clickbait,0,test
article_1192,CSGT siết quản lý: Người chưa nộp phạt giao thông không được cấp bằng lái xe,/root/mvsa/data/ViClickbait-2025/images/article_1192_image.png,non-clickbait,0,test
article_3439,"Giá Honda Vario 160 mới nhất hiện nay, giảm 6 triệu đồng",/root/mvsa/data/ViClickbait-2025/images/article_3439_image.png,non-clickbait,0,test
article_2349,CEO Telegram để lại 17 tỷ USD cho 106 người con,/root/mvsa/data/ViClickbait-2025/images/article_2349_image.png,non-clickbait,0,test
article_0883,"Mỹ phẩm giá rẻ 'tận đáy', công dụng 'thần kỳ', coi chừng bôi hàng giả lên người",/root/mvsa/data/ViClickbait-2025/images/article_0883_image.png,clickbait,1,test
article_1164,Đua mở mới khách sạn ven biển,/root/mvsa/data/ViClickbait-2025/images/article_1164_image.png,clickbait,1,test
article_0671,Người dân ở Hà Nội chen chân đi đổi xe máy xăng lấy xe máy điện,/root/mvsa/data/ViClickbait-2025/images/article_0671_image.png,non-clickbait,0,test
article_2585,"Quang Anh 'Về nhà đi con' bật khóc nức nở, dừng chân ở show âm nhạc",/root/mvsa/data/ViClickbait-2025/images/article_2585_image.png,non-clickbait,0,test
article_1051,"'Xuyên không' ở ngôi làng nhiều nhà trăm tuổi, cổ vật quý, cách TPHCM 110km - Báo VietnamNet",/root/mvsa/data/ViClickbait-2025/images/article_1051_image.png,non-clickbait,0,test
article_2742,Thêm một tạp chí của Việt Nam kết nối với cơ sở dữ liệu học thuật danh giá thế giới - Báo Giáo Dục & Thời Đại,/root/mvsa/data/ViClickbait-2025/images/article_2742_image.png,non-clickbait,0,test
article_2124,"Học sinh viết văn 'bóc trần' anh trai tên Sơn Tùng, dân mạng đọc đến đâu cười lăn đến đó",/root/mvsa/data/ViClickbait-2025/images/article_2124_image.png,clickbait,1,test
article_1279,"Rating giờ vàng: Dịu Dàng Màu Nắng tăng nhanh, Mặt Trời Lạnh cháy đều",/root/mvsa/data/ViClickbait-2025/images/article_1279_image.png,non-clickbait,0,test
article_1136,TP HCM đã gỡ vướng cho 63 dự án tồn đọng,/root/mvsa/data/ViClickbait-2025/images/article_1136_image.png,non-clickbait,0,test
article_1002,Ngô Kiến Huy cần làm gì sau 'Truyền thái y'?,/root/mvsa/data/ViClickbait-2025/images/article_1002_image.png,clickbait,1,test
article_2406,Giá máy giặt Toshiba Inverter tháng 6: Giảm tới 5 triệu đồng,/root/mvsa/data/ViClickbait-2025/images/article_2406_image.png,non-clickbait,0,test
article_0374,Từ 1.7.2025: Lương hưu nhà nước và tư nhân có còn chênh lệch?,/root/mvsa/data/ViClickbait-2025/images/article_0374_image.png,non-clickbait,0,test
article_1276,Huyền thoại Denzel Washington sẽ có vai diễn 'đo ni đóng giày' trong Black Panther 3,/root/mvsa/data/ViClickbait-2025/images/article_1276_image.png,non-clickbait,0,test
article_3683,Nhận định bóng đá Barcelona - Bayern Munich: Thư hùng đỉnh cao cúp C1 (Champions League),/root/mvsa/data/ViClickbait-2025/images/article_3683_image.png,non-clickbait,0,test
article_0230,V.League 1-2024/2025 và những điểm nhấn - Báo Tin Tức TTXVN,/root/mvsa/data/ViClickbait-2025/images/article_0230_image.png,non-clickbait,0,test
article_1612,Tin mới nhất bóng đá tối 22/6: Infantino khẳng định các cầu thủ thích Club World Cup,/root/mvsa/data/ViClickbait-2025/images/article_1612_image.png,non-clickbait,0,test
article_0479,Hai trận động đất liên tiếp ở Iran giữa lúc xung đột với Israel leo thang,/root/mvsa/data/ViClickbait-2025/images/article_0479_image.png,non-clickbait,0,test
article_1228,Tin tức đặc biệt trên báo in Thanh Niên 22.6.2025,/root/mvsa/data/ViClickbait-2025/images/article_1228_image.png,non-clickbait,0,test
article_0154,Yêu cầu 'kỳ lạ' của Trấn Thành trong ngày sinh nhật Hari Won,/root/mvsa/data/ViClickbait-2025/images/article_0154_image.png,clickbait,1,test
article_0956,Kết quả bóng đá hôm nay 23/6: Man City phô diễn sức mạnh,/root/mvsa/data/ViClickbait-2025/images/article_0956_image.png,non-clickbait,0,test
article_0710,"Khinh khí cầu bốc cháy rơi từ trên không, ít nhất 8 người thiệt mạng",/root/mvsa/data/ViClickbait-2025/images/article_0710_image.png,non-clickbait,0,test
article_3480,"Đại lý BYD nhận cọc MPV hybrid - ngang cỡ Carnival, giá từ 1,5 tỷ đồng - Tạp chí Tri thức",/root/mvsa/data/ViClickbait-2025/images/article_3480_image.png,non-clickbait,0,test
article_0027,Nhiều khu dân cư ở Thái Nguyên ngập hơn một mét,/root/mvsa/data/ViClickbait-2025/images/article_0027_image.png,non-clickbait,0,test
article_0807,"Va chạm với xe đầu kéo, 4 cháu nhỏ đi chung trên 1 xe đạp điện thương vong - Báo VietnamNet",/root/mvsa/data/ViClickbait-2025/images/article_0807_image.png,non-clickbait,0,test
article_0836,Cá heo mạo hiểm kết bạn với cá voi sát thủ,/root/mvsa/data/ViClickbait-2025/images/article_0836_image.png,non-clickbait,0,test
article_2351,Sam Altman nói AI cạnh tranh việc làm với cả tiến sĩ,/root/mvsa/data/ViClickbait-2025/images/article_2351_image.png,non-clickbait,0,test
article_1973,Những cách phối đẹp với áo hai dây,/root/mvsa/data/ViClickbait-2025/images/article_1973_image.png,non-clickbait,0,test
article_0156,Chia sẻ gây chú ý của Khánh Thi sau 3 năm cưới Phan Hiển,/root/mvsa/data/ViClickbait-2025/images/article_0156_image.png,clickbait,1,test
article_1250,Đại học Bách khoa Hà Nội phỏng vấn thí sinh 'tài năng’ những gì?,/root/mvsa/data/ViClickbait-2025/images/article_1250_image.png,clickbait,1,test
article_1719,Inter Milan 2-1 Urawa Red Diamonds,/root/mvsa/data/ViClickbait-2025/images/article_1719_image.png,non-clickbait,0,test
article_2613,Cựu GĐ Trung tâm lý lịch tư pháp 'bắt tay' với tài xế trục lợi hàng chục tỷ đồng,/root/mvsa/data/ViClickbait-2025/images/article_2613_image.png,non-clickbait,0,test
article_2572,NSƯT Công Ninh ở tuổi 63: Tôi sống không dư dả gì,/root/mvsa/data/ViClickbait-2025/images/article_2572_image.png,non-clickbait,0,test
article_1056,Gia Lai: 100 chiến sĩ 'nhí' hoàn thành chương trình Học kỳ trong quân đội - Báo Gia Lai,/root/mvsa/data/ViClickbait-2025/images/article_1056_image.png,non-clickbait,0,test
article_3341,4 quán cơm gà khách nên thử khi đến Hội An,/root/mvsa/data/ViClickbait-2025/images/article_3341_image.png,clickbait,1,test
article_1268,Doãn Quốc Đam trở lại,/root/mvsa/data/ViClickbait-2025/images/article_1268_image.png,clickbait,1,test
article_1453,"Suy thận, thậm chí ung thư thận, từ những thói quen này",/root/mvsa/data/ViClickbait-2025/images/article_1453_image.png,clickbait,1,test
article_0654,Mossad - lực lượng tình báo khét tiếng của Israel,/root/mvsa/data/ViClickbait-2025/images/article_0654_image.png,non-clickbait,0,test
