tweet_id,text,image,label,label,split
article_1639,"Kỳ thi tốt nghiệp THPT: Hà Nội siết chặt quy chế, phòng ngừa gian lận công nghệ cao - Báo Điện tử Tiếng nói Việt Nam",/root/mvsa/data/ViClickbait-2025/images/article_1639_image.png,non-clickbait,0,test
article_1005,Các nước đổ xô dự trữ vàng khi Mỹ tấn công Iran,/root/mvsa/data/ViClickbait-2025/images/article_1005_image.png,non-clickbait,0,test
article_0292,Những căn cứ có lực lượng Mỹ ở Trung Đông,/root/mvsa/data/ViClickbait-2025/images/article_0292_image.png,non-clickbait,0,test
article_2310,Việt Nam Tân văn - tờ báo đối ngoại hiếm hoi trong kháng chiến chống Pháp,/root/mvsa/data/ViClickbait-2025/images/article_2310_image.png,non-clickbait,0,test
article_0572,Tòa án tối cao Mỹ bác tiêu chuẩn khí thải ôtô của California,/root/mvsa/data/ViClickbait-2025/images/article_0572_image.png,non-clickbait,0,test
article_2007,Phim kinh dị '28 Years Later' nhận phản hồi tốt,/root/mvsa/data/ViClickbait-2025/images/article_2007_image.png,non-clickbait,0,test
article_2773,Mắc kẹt vì giấc mơ 'an cư lạc nghiệp',/root/mvsa/data/ViClickbait-2025/images/article_2773_image.png,clickbait,1,test
article_3439,"Giá Honda Vario 160 mới nhất hiện nay, giảm 6 triệu đồng",/root/mvsa/data/ViClickbait-2025/images/article_3439_image.png,non-clickbait,0,test
article_2916,Phú Quý - Một lần bỏ phố về đảo để tìm thấy chính mình,/root/mvsa/data/ViClickbait-2025/images/article_2916_image.png,non-clickbait,0,test
article_2169,Quyết định quá tàn bạo của Hồng Nhung - Báo Tiền Phong,/root/mvsa/data/ViClickbait-2025/images/article_2169_image.png,clickbait,1,test
article_3616,Tổng giám đốc Joon Park: Sheraton Hanoi West sẽ là nơi hội tụ và thăng hoa văn hóa nghỉ dưỡng - Báo Đầu Tư,/root/mvsa/data/ViClickbait-2025/images/article_3616_image.png,non-clickbait,0,test
article_0917,Khát vọng năng lượng xanh trên quê hương Đồng Khởi,/root/mvsa/data/ViClickbait-2025/images/article_0917_image.png,non-clickbait,0,test
article_0130,"Giải thể 44 Bộ chỉ huy Bộ đội Biên phòng các tỉnh, thành phố",/root/mvsa/data/ViClickbait-2025/images/article_0130_image.png,non-clickbait,0,test
article_3540,Bạn đọc hỗ trợ gần 70 triệu đồng đến chị Đinh Hận Bảo Yến mắc suy thận,/root/mvsa/data/ViClickbait-2025/images/article_3540_image.png,non-clickbait,0,test
article_1727,Rangnick: 'Man Utd gặp vấn đề về người lãnh đạo',/root/mvsa/data/ViClickbait-2025/images/article_1727_image.png,non-clickbait,0,test
article_1859,488 thí sinh đạt điểm tuyệt đối môn Ngoại ngữ thi lớp 10 TP.HCM,/root/mvsa/data/ViClickbait-2025/images/article_1859_image.png,non-clickbait,0,test
article_0782,"Quảng Ninh: Công bố Quyết định giải thể Ban CHQS huyện (thị xã, thành phố) - Báo Quân Đội Nhân Dân",/root/mvsa/data/ViClickbait-2025/images/article_0782_image.png,non-clickbait,0,test
article_3779,"Cát Bà thêm điểm check-in mới ""tranh vẽ cô gái bí ẩn”",/root/mvsa/data/ViClickbait-2025/images/article_3779_image.png,clickbait,1,test
article_3734,"Đi chợ gặp ""vua của các loại rau"" này mua ngay, về rim ăn với cơm vừa ngon rẻ lại đại bổ",/root/mvsa/data/ViClickbait-2025/images/article_3734_image.png,clickbait,1,test
article_0025,Báo chí cách mạng Việt Nam nhận huân chương Hồ Chí Minh,/root/mvsa/data/ViClickbait-2025/images/article_0025_image.png,non-clickbait,0,test
article_0656,Thanh niên sinh viên Việt Nam ở Barcelona tổ chức giải bóng đá mừng lễ 30.4,/root/mvsa/data/ViClickbait-2025/images/article_0656_image.png,non-clickbait,0,test
article_2673,Người đẹp nổi bật tại Hoa hậu Siêu quốc gia 2025,/root/mvsa/data/ViClickbait-2025/images/article_2673_image.png,non-clickbait,0,test
article_2441,Cảnh sát giao thông Hà Nội bắt giữ 2 đối tượng trộm xe máy trong đêm - Báo Quân Đội Nhân Dân,/root/mvsa/data/ViClickbait-2025/images/article_2441_image.png,non-clickbait,0,test
article_3701,Người đàn ông 67 tuổi ở Hà Nội phát hiện ung thư đại tràng thừa nhận chủ quan với dấu hiệu báo bệnh này,/root/mvsa/data/ViClickbait-2025/images/article_3701_image.png,clickbait,1,test
article_3724,"7 người nhập viện cấp cứu vì say nắng, có ca nguy kịch, phải thở máy",/root/mvsa/data/ViClickbait-2025/images/article_3724_image.png,non-clickbait,0,test
article_2465,Khởi tố Chủ tịch HĐQT Công ty CP Nước GMT về tội lừa đảo chiếm đoạt tài sản - Báo Sài Gòn Giải Phóng,/root/mvsa/data/ViClickbait-2025/images/article_2465_image.png,non-clickbait,0,test
article_2912,Tay nắm cửa ô tô dạng ẩn: Vẻ đẹp công nghệ hay cái bẫy nguy hiểm?,/root/mvsa/data/ViClickbait-2025/images/article_2912_image.png,clickbait,1,test
article_1295,"Loại lá mọc bờ bụi thành đặc sản có mùi thơm lạ, giá 100.000 đồng/kg, trồng 2 tháng bán ""hốt bạc""",/root/mvsa/data/ViClickbait-2025/images/article_1295_image.png,clickbait,1,test
article_0807,"Va chạm với xe đầu kéo, 4 cháu nhỏ đi chung trên 1 xe đạp điện thương vong - Báo VietnamNet",/root/mvsa/data/ViClickbait-2025/images/article_0807_image.png,non-clickbait,0,test
article_3308,5 khách sạn được tạp chí Mỹ vinh danh 'tốt nhất Việt Nam 2025',/root/mvsa/data/ViClickbait-2025/images/article_3308_image.png,non-clickbait,0,test
article_1542,Dancesport đang thay đổi diện mạo thể thao Việt như thế nào?,/root/mvsa/data/ViClickbait-2025/images/article_1542_image.png,non-clickbait,0,test
article_2704,Thiều Bảo Trâm gây bàn tán vì mặc sexy như đồ ngủ đến gặp fan,/root/mvsa/data/ViClickbait-2025/images/article_2704_image.png,clickbait,1,test
article_0111,Bộ Quốc phòng công khai quy hoạch chi tiết mở rộng Quảng trường Ba Đình,/root/mvsa/data/ViClickbait-2025/images/article_0111_image.png,non-clickbait,0,test
article_0022,"Đà Nẵng đề xuất thử nghiệm tài sản số, tiền số",/root/mvsa/data/ViClickbait-2025/images/article_0022_image.png,non-clickbait,0,test
article_0350,"Bình Thuận: Công bố 45 trưởng công an xã, phường, đặc khu",/root/mvsa/data/ViClickbait-2025/images/article_0350_image.png,non-clickbait,0,test
article_0708,Cô gái 28 tuổi gây sững sờ khi ăn 12kg hàu một lúc,/root/mvsa/data/ViClickbait-2025/images/article_0708_image.png,clickbait,1,test
article_2643,Nhà sáng lập Tesla đánh giá Grok: Quá nhiều nội dung vô dụng,/root/mvsa/data/ViClickbait-2025/images/article_2643_image.png,non-clickbait,0,test
article_0242,CLB Đà Nẵng muốn đổi sân đá play-off với Bình Phước - Báo VietnamNet,/root/mvsa/data/ViClickbait-2025/images/article_0242_image.png,non-clickbait,0,test
article_3479,Mitsubishi hé lộ mẫu xe mới bằng máy bay trực thăng - Báo Tiền Phong,/root/mvsa/data/ViClickbait-2025/images/article_3479_image.png,clickbait,1,test
article_0027,Nhiều khu dân cư ở Thái Nguyên ngập hơn một mét,/root/mvsa/data/ViClickbait-2025/images/article_0027_image.png,non-clickbait,0,test
article_3650,"Dân mạng ""phát sốt"" với clip cô gái chở con gà trống phía sau yên xe máy",/root/mvsa/data/ViClickbait-2025/images/article_3650_image.png,clickbait,1,test
article_1051,"'Xuyên không' ở ngôi làng nhiều nhà trăm tuổi, cổ vật quý, cách TPHCM 110km - Báo VietnamNet",/root/mvsa/data/ViClickbait-2025/images/article_1051_image.png,non-clickbait,0,test
article_2349,CEO Telegram để lại 17 tỷ USD cho 106 người con,/root/mvsa/data/ViClickbait-2025/images/article_2349_image.png,non-clickbait,0,test
article_3655,Chính sách bảo hiểm thất nghiệp có nhiều thay đổi từ 2026,/root/mvsa/data/ViClickbait-2025/images/article_3655_image.png,non-clickbait,0,test
article_1683,Giáo viên 'mách' bí quyết làm bài môn Toán thi tốt nghiệp THPT đạt điểm 'mơ ước' - Tạp chí Người Đưa Tin,/root/mvsa/data/ViClickbait-2025/images/article_1683_image.png,clickbait,1,test
article_3572,Land Rover Defender phiên bản nâng cấp lộ diện,/root/mvsa/data/ViClickbait-2025/images/article_3572_image.png,non-clickbait,0,test
article_0076,Tổng Bí thư trao quyết định tổ chức bộ máy Cơ quan Mặt trận Tổ quốc Việt Nam,/root/mvsa/data/ViClickbait-2025/images/article_0076_image.png,non-clickbait,0,test
article_0428,"Lại thêm vụ mất trắng 145 triệu đồng trong tài khoản: Bẫy cũ, nạn nhân mới",/root/mvsa/data/ViClickbait-2025/images/article_0428_image.png,clickbait,1,test
article_0918,"Phan Rang Center - Câu chuyện từ vị trí, góp sức thành biểu tượng",/root/mvsa/data/ViClickbait-2025/images/article_0918_image.png,non-clickbait,0,test
article_1250,Đại học Bách khoa Hà Nội phỏng vấn thí sinh 'tài năng’ những gì?,/root/mvsa/data/ViClickbait-2025/images/article_1250_image.png,clickbait,1,test
article_1199,"Từ 1.7, sàn nộp thuế thay người bán: Chưa hết nghĩa vụ",/root/mvsa/data/ViClickbait-2025/images/article_1199_image.png,non-clickbait,0,train
article_3266,Kết quả xổ số miền Bắc hôm nay 23/6/2025 - XSMB 23/6/2025 - XSMB - Chuyên trang Pháp Luật & Xã Hội - Báo Kinh tế & Đô thị,/root/mvsa/data/ViClickbait-2025/images/article_3266_image.png,non-clickbait,0,train
article_3538,Báo VietNamNet trao hơn 36 triệu đồng tới anh Trần Văn Thương bị liệt,/root/mvsa/data/ViClickbait-2025/images/article_3538_image.png,non-clickbait,0,train
article_3484,"Giá xe ga Honda Vario 125 cuối tháng 6/2025, ưu đãi tiền triệu - Tạp chí Người Đưa Tin",/root/mvsa/data/ViClickbait-2025/images/article_3484_image.png,non-clickbait,0,train
article_3146,"Lưu ý quan trọng khi nộp thuế để chuyển nhượng đất trơn tru, tránh ‘mắc kẹt’",/root/mvsa/data/ViClickbait-2025/images/article_3146_image.png,clickbait,1,train
article_1054,Đường Nguyễn Văn Bộ - Nơi ghi dấu và tiếp lửa truyền thống - Báo Long An,/root/mvsa/data/ViClickbait-2025/images/article_1054_image.png,non-clickbait,0,train
article_1526,Ukraine dùng UAV bắt giữ binh sĩ Nga,/root/mvsa/data/ViClickbait-2025/images/article_1526_image.png,non-clickbait,0,train
article_2210,Á quân Tiếng hát Việt toàn cầu Đức Thoa: Mong góp giọng hát lan tỏa hình ảnh đất nước - Báo Hà Nội Mới,/root/mvsa/data/ViClickbait-2025/images/article_2210_image.png,non-clickbait,0,train
article_0700,"Bắt được nhiều con cá biến dạng dưới sông, người dân lo lắng",/root/mvsa/data/ViClickbait-2025/images/article_0700_image.png,clickbait,1,train
article_3064,"Ôtô rẽ phải va chạm xe máy đi thẳng, ai sai?",/root/mvsa/data/ViClickbait-2025/images/article_3064_image.png,clickbait,1,train
article_0468,Thủ tướng Israel nói sắp đạt được mục tiêu ở Iran,/root/mvsa/data/ViClickbait-2025/images/article_0468_image.png,non-clickbait,0,train
article_2150,"iPhone bỗng dưng ""treo táo"" và chớp nháy liên tục? Đây là cách ""cấp cứu"" tại nhà",/root/mvsa/data/ViClickbait-2025/images/article_2150_image.png,clickbait,1,train
article_1460,4 nguyên nhân khiến bạn không bao giờ giảm mỡ bụng được,/root/mvsa/data/ViClickbait-2025/images/article_1460_image.png,clickbait,1,train
article_3628,"Người tuổi này nên chọn nhà hướng Đông Tứ Trạch giúp thu hút tài lộc, gia đạo thuận hòa và sức khỏe dồi dào - Chuyên trang Gia Đình & Xã Hội - Báo Sức khỏe & Đời sống",/root/mvsa/data/ViClickbait-2025/images/article_3628_image.png,clickbait,1,train
article_1207,"Thời tiết TP.HCM mát mẻ đầu tuần, mưa lớn khi nào quay lại?",/root/mvsa/data/ViClickbait-2025/images/article_1207_image.png,clickbait,1,train
article_3058,Bị trừ hết điểm nhưng vẫn lái xe bị phạt thế nào?,/root/mvsa/data/ViClickbait-2025/images/article_3058_image.png,clickbait,1,train
article_2918,Tham quan một vòng 'Tứ đại đỉnh đèo' của Việt Nam xem có gì hot?,/root/mvsa/data/ViClickbait-2025/images/article_2918_image.png,clickbait,1,train
article_1114,AI góp phần định hình thị trường bất động sản như thế nào?,/root/mvsa/data/ViClickbait-2025/images/article_1114_image.png,non-clickbait,0,train
article_1842,"Độc đáo mâm cỗ 'tiết kiệm bát đĩa' ở Hòa Bình, ăn xong dọn dẹp nhàn tênh",/root/mvsa/data/ViClickbait-2025/images/article_1842_image.png,clickbait,1,train
article_3756,"Ngôi chùa ở An Giang như 'lơ lửng trên cao', khách leo 240 bậc đến chiêm bái",/root/mvsa/data/ViClickbait-2025/images/article_3756_image.png,clickbait,1,train
article_1204,Sabah – thiên đường bí mật của Malaysia dành cho người yêu thiên nhiên,/root/mvsa/data/ViClickbait-2025/images/article_1204_image.png,non-clickbait,0,train
article_1411,Làm thế nào phòng rối loạn nhịp tim?,/root/mvsa/data/ViClickbait-2025/images/article_1411_image.png,non-clickbait,0,train
article_1597,"Arnold ra mắt Real: Mũi khoan chất lượng cho Alonso, cẩn thận ""con dao 2 lưỡi""",/root/mvsa/data/ViClickbait-2025/images/article_1597_image.png,clickbait,1,train
article_3236,Thai phụ 3 lần mất con do hội chứng Budd-Chiari hiếm gặp - Báo Người Lao Động,/root/mvsa/data/ViClickbait-2025/images/article_3236_image.png,non-clickbait,0,train
article_3739,Bữa cơm trang trí dễ thương cho ngày 1/6,/root/mvsa/data/ViClickbait-2025/images/article_3739_image.png,non-clickbait,0,train
article_2571,Dàn thí sinh Hoa hậu Hoàn vũ Việt Nam 2025 khuấy đảo sàn diễn bikini,/root/mvsa/data/ViClickbait-2025/images/article_2571_image.png,non-clickbait,0,train
article_1959,'Bà trùm' showbiz Hong Kong tặng con dâu loạt bất động sản,/root/mvsa/data/ViClickbait-2025/images/article_1959_image.png,clickbait,1,train
article_1371,Chi cục thuế khu vực XVI quyết liệt chống thất thu ngân sách - Báo Điện tử Tiếng nói Việt Nam,/root/mvsa/data/ViClickbait-2025/images/article_1371_image.png,non-clickbait,0,train
article_0324,Israel cáo buộc Iran hack camera để thu thập thông tin tình báo,/root/mvsa/data/ViClickbait-2025/images/article_0324_image.png,non-clickbait,0,train
article_1873,"Không cần tốn tiền triệu hay mỹ phẩm cao cấp, 5 thói quen này mỗi tối sẽ giúp phụ nữ trẻ lâu",/root/mvsa/data/ViClickbait-2025/images/article_1873_image.png,clickbait,1,train
article_0339,Sự thật về video 'vụ nổ cơ sở hạt nhân Fordow' khi Mỹ tấn công,/root/mvsa/data/ViClickbait-2025/images/article_0339_image.png,non-clickbait,0,train
article_1288,"Vu Chính livestream bóc phốt nam chính 'xé phiên', dân mạng réo tên Trần Triết Viễn",/root/mvsa/data/ViClickbait-2025/images/article_1288_image.png,clickbait,1,train
article_3448,"Xe tay ga 150cc thiết kế hầm hố, nhiều công nghệ xịn, giá dễ tiếp cận",/root/mvsa/data/ViClickbait-2025/images/article_3448_image.png,non-clickbait,0,train
article_0652,"Ông Trump 'mập mờ chiến lược', nói sẽ quyết chuyện Iran trong vòng 2 tuần tới",/root/mvsa/data/ViClickbait-2025/images/article_0652_image.png,clickbait,1,train
article_3203,"Mâu thuẫn hôn nhân 'chồng già, vợ trẻ' của nhà đạo diễn 74 tuổi Trương Kỷ Trung",/root/mvsa/data/ViClickbait-2025/images/article_3203_image.png,clickbait,1,train
article_0193,Người Hà Nội bất ngờ khi 2 tuyến đường có dải phân cách cứng,/root/mvsa/data/ViClickbait-2025/images/article_0193_image.png,non-clickbait,0,train
article_0474,Iran lần đầu phóng tên lửa đa đầu đạn tấn công Israel,/root/mvsa/data/ViClickbait-2025/images/article_0474_image.png,non-clickbait,0,train
article_2608,Nhan sắc biên tập viên thời sự gây chú ý ở Hoa hậu Hoàn vũ Việt Nam,/root/mvsa/data/ViClickbait-2025/images/article_2608_image.png,clickbait,1,train
article_3053,Sạc ôtô điện tại Việt Nam tốn bao nhiêu tiền?,/root/mvsa/data/ViClickbait-2025/images/article_3053_image.png,clickbait,1,train
article_2887,"Lái xe đi nghỉ mát, cả gia đình được buổi 'xông hơi' vì điều hòa ô tô giở chứng",/root/mvsa/data/ViClickbait-2025/images/article_2887_image.png,clickbait,1,train
article_2051,Sức hút của nhà cổ Huỳnh Thủy Lê và Khu du lịch văn hóa Phương Nam,/root/mvsa/data/ViClickbait-2025/images/article_2051_image.png,non-clickbait,0,train
article_1988,Đội Phương Mỹ Chi 'bùng nổ' tại Em xinh say hi,/root/mvsa/data/ViClickbait-2025/images/article_1988_image.png,non-clickbait,0,train
article_2807,"Đã có điểm thi lớp 10 TP.HCM, mời tra cứu điểm trên Tuổi Trẻ Online",/root/mvsa/data/ViClickbait-2025/images/article_2807_image.png,non-clickbait,0,train
article_0186,Bình gas mini phát nổ khiến 8 người gặp nạn khi đang ăn giỗ,/root/mvsa/data/ViClickbait-2025/images/article_0186_image.png,non-clickbait,0,train
article_1307,Vì sao nhiều người đua nhau săn lùng dưa hấu táo mini?,/root/mvsa/data/ViClickbait-2025/images/article_1307_image.png,clickbait,1,train
article_3268,Gia đình là điểm tựa - Tạp chí nghiên cứu Phật học,/root/mvsa/data/ViClickbait-2025/images/article_3268_image.png,non-clickbait,0,train
article_0615,"Tưởng đang 'thay trời hành đạo', nhóm 'bà chủ' truy hỏi, cưỡng đoạt tiền nhân viên",/root/mvsa/data/ViClickbait-2025/images/article_0615_image.png,non-clickbait,0,train
article_2835,Highlight CLB Hà Tĩnh 2-2 CLB Đà Nẵng: Thoát hiểm trong gang tấc,/root/mvsa/data/ViClickbait-2025/images/article_2835_image.png,non-clickbait,0,train
article_0995,G-Dragon kết show gây hụt hẫng,/root/mvsa/data/ViClickbait-2025/images/article_0995_image.png,clickbait,1,train
article_2198,"Hậu ồn ào nghỉ chơi, bộ ba TikToker Meichan, Hà Còi và Harry hiện giờ ra sao? - Chuyên trang Hoa Học Trò - Báo Tiền Phong",/root/mvsa/data/ViClickbait-2025/images/article_2198_image.png,clickbait,1,train
article_1082,Bảo tàng Lịch sử Quân sự Việt Nam: Nơi quá khứ dẫn lối tương lai - Tạp chí Văn Hóa & Phát Triển,/root/mvsa/data/ViClickbait-2025/images/article_1082_image.png,non-clickbait,0,train
article_0944,Thủ thành Ter Stegen khoe bạn gái mới sau 3 tháng bỏ vợ,/root/mvsa/data/ViClickbait-2025/images/article_0944_image.png,clickbait,1,train
article_0613,Ly rượu đầy mà nghĩa tình lại cạn,/root/mvsa/data/ViClickbait-2025/images/article_0613_image.png,non-clickbait,0,train
article_0681,"Pin sạc đầy chỉ trong 18 giây, mở ra kỷ nguyên mới cho xe điện",/root/mvsa/data/ViClickbait-2025/images/article_0681_image.png,non-clickbait,0,train
article_3326,Hái mận ở Mộc Châu,/root/mvsa/data/ViClickbait-2025/images/article_3326_image.png,clickbait,1,train
article_2527,Đâu là tờ báo cách mạng đầu tiên của Việt Nam?,/root/mvsa/data/ViClickbait-2025/images/article_2527_image.png,clickbait,1,train
article_1776,"Đã có điểm chuẩn lớp 10 chuyên, tích hợp, bạn đọc xem tại đây",/root/mvsa/data/ViClickbait-2025/images/article_1776_image.png,non-clickbait,0,train
article_0144,Đọc vị tính cách của một người chỉ trong 10 giây: 7 dấu hiệu giúp bạn nhìn người chuẩn ngay lần đầu gặp,/root/mvsa/data/ViClickbait-2025/images/article_0144_image.png,clickbait,1,train
article_3380,"Audi, Mercedes xem xét lại thời điểm ngừng xe xăng, chỉ bán ô tô điện",/root/mvsa/data/ViClickbait-2025/images/article_3380_image.png,non-clickbait,0,train
article_0159,Danh tính cô gái bị bắt gặp thân thiết với chồng cũ Xoài Non,/root/mvsa/data/ViClickbait-2025/images/article_0159_image.png,clickbait,1,train
article_2259,Chủ nhà hàng vướng lao lý vì 'chạy bảo kê',/root/mvsa/data/ViClickbait-2025/images/article_2259_image.png,non-clickbait,0,train
article_0330,Ông Trump có phạm luật khi ra lệnh đánh bom Iran?,/root/mvsa/data/ViClickbait-2025/images/article_0330_image.png,clickbait,1,train
article_0813,Bệnh viện Chợ Rẫy được vinh danh tại chương trình 'Vinh quang Việt Nam 2025' - Báo Giáo Dục & Thời Đại,/root/mvsa/data/ViClickbait-2025/images/article_0813_image.png,non-clickbait,0,train
article_1393,Triệu chứng nào cảnh báo mắc chứng cuồng ăn?,/root/mvsa/data/ViClickbait-2025/images/article_1393_image.png,clickbait,1,train
article_0597,Vạn Thịnh Phát đề xuất phương án tái cơ cấu SCB trong 12 năm,/root/mvsa/data/ViClickbait-2025/images/article_0597_image.png,non-clickbait,0,train
article_0457,Thế giới 24h: Quốc hội Iran thông qua biện pháp đóng cửa Eo biển Hormuz,/root/mvsa/data/ViClickbait-2025/images/article_0457_image.png,non-clickbait,0,train
article_1681,Hơn 12.000 cán bộ coi thi kỳ thi tốt nghiệp THPT - Báo Công An Nhân Dân,/root/mvsa/data/ViClickbait-2025/images/article_1681_image.png,non-clickbait,0,train
article_3190,"ĐÂY RỒI: G-Dragon đã xuất hiện, cả Nội Bài bùng nổ!",/root/mvsa/data/ViClickbait-2025/images/article_3190_image.png,non-clickbait,0,train
article_0630,Điểm danh lực lượng Mỹ tại Trung Đông,/root/mvsa/data/ViClickbait-2025/images/article_0630_image.png,non-clickbait,0,train
article_0082,Cơ cấu tổ chức của Ủy ban MTTQ Việt Nam TP.HCM mới từ ngày 1.7,/root/mvsa/data/ViClickbait-2025/images/article_0082_image.png,non-clickbait,0,train
article_3304,10 tuyến tàu ngoạn mục nhất thế giới 2025,/root/mvsa/data/ViClickbait-2025/images/article_3304_image.png,clickbait,1,train
article_1423,Phân biệt yến sào thật - giả,/root/mvsa/data/ViClickbait-2025/images/article_1423_image.png,non-clickbait,0,train
article_3037,"Xe đầu kéo húc vỡ trụ cứu hỏa, nước phun cao chục mét",/root/mvsa/data/ViClickbait-2025/images/article_3037_image.png,non-clickbait,0,train
article_0327,"Không phận Trung Đông 'trắng trơn', các hãng bay thêm nỗi lo giá dầu tăng",/root/mvsa/data/ViClickbait-2025/images/article_0327_image.png,non-clickbait,0,train
article_0493,Chiến tranh khốc liệt giữa Ấn Độ và Pakistan: Ra đời một quốc gia mới,/root/mvsa/data/ViClickbait-2025/images/article_0493_image.png,clickbait,1,train
article_1080,Tuổi trẻ cảnh sát cơ động Hà Tĩnh ra quân bảo vệ môi trường biển - Báo Tiền Phong,/root/mvsa/data/ViClickbait-2025/images/article_1080_image.png,non-clickbait,0,train
article_1608,"UEFA đòi phạt Barcelona 60 triệu euro, đòn giáng mạnh vào kế hoạch mua Rashford",/root/mvsa/data/ViClickbait-2025/images/article_1608_image.png,non-clickbait,0,train
article_0900,Giá USD hôm nay 23.6.2025: Giảm từ mức kỷ lục,/root/mvsa/data/ViClickbait-2025/images/article_0900_image.png,non-clickbait,0,train
article_2770,"Cách làm nước rau má, đậu xanh giải nhiệt, làm đẹp",/root/mvsa/data/ViClickbait-2025/images/article_2770_image.png,non-clickbait,0,train
article_0972,"10 lần phim Việt chọn sai nữ chính: Lan Ngọc quá lố, Nhã Phương tẻ nhạt thôi rồi",/root/mvsa/data/ViClickbait-2025/images/article_0972_image.png,clickbait,1,train
article_0790,Trao Huy hiệu 80 năm tuổi Đảng tặng đảng viên lão thành Phùng Quang Hào - Báo Vĩnh Phúc,/root/mvsa/data/ViClickbait-2025/images/article_0790_image.png,non-clickbait,0,train
article_1693,Iran có thể bị cấm dự World Cup 2026,/root/mvsa/data/ViClickbait-2025/images/article_1693_image.png,non-clickbait,0,train
article_0135,"Dự kiến mã số đơn vị hành chính của 34 tỉnh, thành sau sáp nhập",/root/mvsa/data/ViClickbait-2025/images/article_0135_image.png,non-clickbait,0,train
article_2456,"Quỹ tín dụng nhân dân xã Đồng Văn, huyện Yên Lạc, tỉnh Vĩnh Phúc thông báo sửa đổi, bổ sung Giấy phép hoạt động - Báo Thời Báo Ngân Hàng",/root/mvsa/data/ViClickbait-2025/images/article_2456_image.png,non-clickbait,0,train
article_3084,Fiato Airport City ‘cất cánh’ cùng sân bay Long Thành,/root/mvsa/data/ViClickbait-2025/images/article_3084_image.png,clickbait,1,train
article_0601,Bộ trưởng Công Thương: Việt Nam muốn cùng Mỹ xây dựng quy tắc xuất xứ hài hòa,/root/mvsa/data/ViClickbait-2025/images/article_0601_image.png,non-clickbait,0,train
article_3348,Vụ ngàn chai nước mắm vứt ven đường: Đã xác định được người liên quan,/root/mvsa/data/ViClickbait-2025/images/article_3348_image.png,clickbait,1,train
